game_id,season,game_type,week,gameday,weekday,gametime,away_team,away_score,home_team,home_score,location,result,total,overtime,old_game_id,gsis,nfl_detail_id,pfr,pff,espn,ftn,away_rest,home_rest,away_moneyline,home_moneyline,spread_line,away_spread_odds,home_spread_odds,total_line,under_odds,over_odds,div_game,roof,surface,temp,wind,away_qb_id,home_qb_id,away_qb_name,home_qb_name,away_coach,home_coach,referee,stadium_id,stadium
2024_11_LV_MIA,2024,REG,11,11/17/24,Sunday,13:00,LV,,MIA,,Home,,,,2024111702,,,202411170mia,,,,14,6,230,-285,6.5,-110,-110,47,-110,-110,0,outdoors,grass,,,,,,,Antonio Pierce,Mike McDaniel,,MIA00,Hard Rock Stadium
2024_11_LA_NE,2024,REG,11,11/17/24,Sunday,13:00,LA,,NE,,Home,,,,2024111703,,,202411170nwe,,,,6,7,-198,164,-4,-110,-110,43.5,-110,-110,0,outdoors,fieldturf,,,,,,,Sean McVay,Jerod Mayo,,BOS00,Gillette Stadium
2024_11_CLE_NO,2024,REG,11,11/17/24,Sunday,13:00,CLE,,NO,,Home,,,,2024111704,,,202411170nor,,,,14,7,-130,110,-2,-110,-110,42,-110,-110,0,dome,sportturf,,,,,,,Kevin Stefanski,Dennis Allen,,NOR00,Mercedes-Benz Superdome
2024_11_BAL_PIT,2024,REG,11,11/17/24,Sunday,13:00,BAL,,PIT,,Home,,,,2024111705,,,202411170pit,,,,10,7,-155,130,-3,-105,-115,43,-110,-110,1,outdoors,grass,,,,,,,John Harbaugh,Mike Tomlin,,PIT00,Acrisure Stadium
2024_11_MIN_TEN,2024,REG,11,11/17/24,Sunday,13:00,MIN,,TEN,,Home,,,,2024111706,,,202411170oti,,,,7,7,-115,-105,-1,-108,-112,43.5,-110,-110,0,outdoors,grass,,,,,,,Kevin O'Connell,Brian Callahan,,NAS00,Nissan Stadium
2024_11_ATL_DEN,2024,REG,11,11/17/24,Sunday,16:05,ATL,,DEN,,Home,,,,2024111707,,,202411170den,,,,7,7,-170,142,-3,-120,100,44.5,-110,-110,0,outdoors,grass,,,,,,,Raheem Morris,Sean Payton,,DEN00,Empower Field at Mile High
2024_11_SEA_SF,2024,REG,11,11/17/24,Sunday,16:05,SEA,,SF,,Home,,,,2024111708,,,202411170sfo,,,,14,7,320,-410,9,-110,-110,46.5,-110,-110,1,outdoors,grass,,,,,,,Mike Macdonald,Kyle Shanahan,,SFO01,Levi's Stadium
2024_11_KC_BUF,2024,REG,11,11/17/24,Sunday,16:25,KC,,BUF,,Home,,,,2024111709,,,202411170buf,,,,7,7,-110,-110,1,-118,-102,48.5,-110,-110,0,outdoors,a_turf,,,,,,,Andy Reid,Sean McDermott,,BUF00,New Era Field
2024_11_CIN_LAC,2024,REG,11,11/17/24,Sunday,16:25,CIN,,LAC,,Home,,,,2024111710,,,202411170sdg,,,,10,7,-130,110,-2,-112,-108,45,-110,-110,0,dome,matrixturf,,,,,,,Zac Taylor,Jim Harbaugh,,LAX01,SoFi Stadium
2024_11_IND_NYJ,2024,REG,11,11/17/24,Sunday,20:20,IND,,NYJ,,Home,,,,2024111711,,,202411170nyj,,,,7,7,160,-192,4,-110,-110,46,-110,-110,0,outdoors,fieldturf,,,,,,,Shane Steichen,Robert Saleh,,NYC01,MetLife Stadium
2024_11_HOU_DAL,2024,REG,11,11/18/24,Monday,20:15,HOU,,DAL,,Home,,,,2024111800,,,202411180dal,,,,8,8,130,-155,3,-110,-110,49,-112,-108,0,closed,matrixturf,,,,,,,DeMeco Ryans,Mike McCarthy,,DAL00,AT&T Stadium
2024_12_PIT_CLE,2024,REG,12,11/21/24,Thursday,20:15,PIT,,CLE,,Home,,,,2024112100,,,202411210cle,,401671875,,4,4,120,-142,3,-120,100,43.5,-112,-108,1,outdoors,grass,,,,,,,Mike Tomlin,Kevin Stefanski,,CLE00,FirstEnergy Stadium
2024_12_KC_CAR,2024,REG,12,11/24/24,Sunday,13:00,KC,,CAR,,Home,,,,2024112400,,,202411240car,,401671651,,7,14,-345,275,-7,-120,100,45.5,-110,-110,0,outdoors,grass,,,,,,,Andy Reid,Dave Canales,,CAR00,Bank of America Stadium
2024_12_MIN_CHI,2024,REG,12,11/24/24,Sunday,13:00,MIN,,CHI,,Home,,,,2024112401,,,202411240chi,,401671870,,7,7,140,-166,3,100,-120,45,-110,-110,1,outdoors,grass,,,,,,,Kevin O'Connell,Matt Eberflus,,CHI98,Soldier Field
2024_12_TEN_HOU,2024,REG,12,11/24/24,Sunday,13:00,TEN,,HOU,,Home,,,,2024112402,,,202411240htx,,401671858,,7,6,205,-250,6,-110,-110,46.5,-112,-108,1,closed,astroturf,,,,,,,Brian Callahan,DeMeco Ryans,,HOU00,NRG Stadium
2024_12_DET_IND,2024,REG,12,11/24/24,Sunday,13:00,DET,,IND,,Home,,,,2024112403,,,202411240clt,,401671866,,7,7,-135,114,-2.5,-112,-108,48.5,-110,-110,0,closed,fieldturf,,,,,,,Dan Campbell,Shane Steichen,,IND00,Lucas Oil Stadium
2024_12_NE_MIA,2024,REG,12,11/24/24,Sunday,13:00,NE,,MIA,,Home,,,,2024112404,,,202411240mia,,401671847,,7,7,285,-360,7.5,-110,-110,45,-110,-110,1,outdoors,grass,,,,,,,Jerod Mayo,Mike McDaniel,,MIA00,Hard Rock Stadium
2024_12_TB_NYG,2024,REG,12,11/24/24,Sunday,13:00,TB,,NYG,,Home,,,,2024112405,,,202411240nyg,,401671638,,14,14,-115,-105,-1,-110,-110,44,-108,-112,0,outdoors,fieldturf,,,,,,,Todd Bowles,Brian Daboll,,NYC01,MetLife Stadium
2024_12_DAL_WAS,2024,REG,12,11/24/24,Sunday,13:00,DAL,,WAS,,Home,,,,2024112406,,,202411240was,,401671715,,6,10,-162,136,-3,-115,-105,46,-110,-110,1,outdoors,grass,,,,,,,Mike McCarthy,Dan Quinn,,WAS00,FedExField
2024_12_DEN_LV,2024,REG,12,11/24/24,Sunday,16:05,DEN,,LV,,Home,,,,2024112407,,,202411240rai,,401671656,,7,7,130,-155,3,-110,-110,42,-110,-110,1,dome,grass,,,,,,,Sean Payton,Antonio Pierce,,VEG00,Allegiant Stadium
2024_12_SF_GB,2024,REG,12,11/24/24,Sunday,16:25,SF,,GB,,Home,,,,2024112408,,,202411240gnb,,401671768,,7,7,-130,110,-2.5,-110,-110,47,-110,-110,0,outdoors,grass,,,,,,,Kyle Shanahan,Matt LaFleur,,GNB00,Lambeau Field
2024_12_ARI_SEA,2024,REG,12,11/24/24,Sunday,16:25,ARI,,SEA,,Home,,,,2024112409,,,202411240sea,,401671775,,14,7,130,-155,3,-110,-110,46,-110,-110,1,outdoors,fieldturf,,,,,,,Jonathan Gannon,Mike Macdonald,,SEA00,Lumen Field
2024_12_PHI_LA,2024,REG,12,11/24/24,Sunday,20:20,PHI,,LA,,Home,,,,2024112410,,,202411240ram,,401671794,,10,7,-108,-112,0.5,-110,-110,47,-110,-110,0,dome,matrixturf,,,,,,,Nick Sirianni,Sean McVay,,LAX01,SoFi Stadium
2024_12_BAL_LAC,2024,REG,12,11/25/24,Monday,20:15,BAL,,LAC,,Home,,,,2024112500,,,202411250sdg,,401671689,,8,8,-155,130,-3,-108,-112,47,-110,-110,0,dome,matrixturf,,,,,,,John Harbaugh,Jim Harbaugh,,LAX01,SoFi Stadium
2024_13_CHI_DET,2024,REG,13,11/28/24,Thursday,12:30,CHI,,DET,,Home,,,,2024112800,,,202411280det,,,,4,4,160,-192,4,-112,-108,50,-112,-108,1,dome,fieldturf,,,,,,,Matt Eberflus,Dan Campbell,,DET00,Ford Field
2024_13_NYG_DAL,2024,REG,13,11/28/24,Thursday,16:30,NYG,,DAL,,Home,,,,2024112801,,,202411280dal,,,,4,4,295,-375,8,-110,-110,45.5,-110,-110,1,closed,matrixturf,,,,,,,Brian Daboll,Mike McCarthy,,DAL00,AT&T Stadium
2024_13_MIA_GB,2024,REG,13,11/28/24,Thursday,20:20,MIA,,GB,,Home,,,,2024112802,,,202411280gnb,,,,4,4,130,-155,3,-110,-110,48.5,-110,-110,0,outdoors,grass,,,,,,,Mike McDaniel,Matt LaFleur,,GNB00,Lambeau Field
2024_13_LV_KC,2024,REG,13,11/29/24,Friday,15:00,LV,,KC,,Home,,,,2024112900,,,202411290kan,,,,5,5,270,-340,7,100,-120,45.5,-110,-110,1,outdoors,grass,,,,,,,Antonio Pierce,Andy Reid,,KAN00,GEHA Field at Arrowhead Stadium
2024_13_LAC_ATL,2024,REG,13,12/1/24,Sunday,13:00,LAC,,ATL,,Home,,,,2024120100,,,202412010atl,,,,6,14,114,-135,2.5,-110,-110,47.5,-110,-110,0,closed,fieldturf,,,,,,,Jim Harbaugh,Raheem Morris,,ATL97,Mercedes-Benz Stadium
2024_13_PIT_CIN,2024,REG,13,12/1/24,Sunday,13:00,PIT,,CIN,,Home,,,,2024120101,,,202412010cin,,,,10,14,180,-218,5,-110,-110,44.5,-112,-108,1,outdoors,fieldturf,,,,,,,Mike Tomlin,Zac Taylor,,CIN00,Paycor Stadium
2024_13_HOU_JAX,2024,REG,13,12/1/24,Sunday,13:00,HOU,,JAX,,Home,,,,2024120102,,,202412010jax,,,,7,14,-108,-112,1,-115,-105,47,-110,-110,1,outdoors,grass,,,,,,,DeMeco Ryans,Doug Pederson,,JAX00,TIAA Bank Stadium
2024_13_ARI_MIN,2024,REG,13,12/1/24,Sunday,13:00,ARI,,MIN,,Home,,,,2024120103,,,202412010min,,,,7,7,100,-120,1.5,-112,-108,45.5,-112,-108,0,dome,sportturf,,,,,,,Jonathan Gannon,Kevin O'Connell,,MIN01,U.S. Bank Stadium
2024_13_IND_NE,2024,REG,13,12/1/24,Sunday,13:00,IND,,NE,,Home,,,,2024120104,,,202412010nwe,,,,7,7,-155,130,-2,-120,100,44,-110,-110,0,outdoors,fieldturf,,,,,,,Shane Steichen,Jerod Mayo,,BOS00,Gillette Stadium
2024_13_SEA_NYJ,2024,REG,13,12/1/24,Sunday,13:00,SEA,,NYJ,,Home,,,,2024120105,,,202412010nyj,,,,7,14,164,-198,4.5,-110,-110,46.5,-110,-110,0,outdoors,fieldturf,,,,,,,Mike Macdonald,Robert Saleh,,NYC01,MetLife Stadium
2024_13_TEN_WAS,2024,REG,13,12/1/24,Sunday,13:00,TEN,,WAS,,Home,,,,2024120106,,,202412010was,,,,7,7,102,-122,1.5,-110,-110,46.5,-110,-110,0,outdoors,grass,,,,,,,Brian Callahan,Dan Quinn,,WAS00,FedExField
2024_13_TB_CAR,2024,REG,13,12/1/24,Sunday,16:05,TB,,CAR,,Home,,,,2024120107,,,202412010car,,,,7,7,-125,105,-2,-110,-110,43,-112,-108,1,outdoors,grass,,,,,,,Todd Bowles,Dave Canales,,CAR00,Bank of America Stadium
2024_13_LA_NO,2024,REG,13,12/1/24,Sunday,16:05,LA,,NO,,Home,,,,2024120108,,,202412010nor,,,,7,14,-125,105,-1.5,-110,-110,46.5,-110,-110,0,dome,sportturf,,,,,,,Sean McVay,Dennis Allen,,NOR00,Mercedes-Benz Superdome
2024_13_PHI_BAL,2024,REG,13,12/1/24,Sunday,16:25,PHI,,BAL,,Home,,,,2024120109,,,202412010rav,,,,7,6,160,-192,4,-110,-110,46.5,-110,-110,0,outdoors,grass,,,,,,,Nick Sirianni,John Harbaugh,,BAL00,M&T Bank Stadium
2024_13_SF_BUF,2024,REG,13,12/1/24,Sunday,20:20,SF,,BUF,,Home,,,,2024120110,,,202412010buf,,,,7,14,-125,105,-2,-110,-110,47,-110,-110,0,outdoors,a_turf,,,,,,,Kyle Shanahan,Sean McDermott,,BUF00,New Era Field
2024_13_CLE_DEN,2024,REG,13,12/2/24,Monday,20:15,CLE,,DEN,,Home,,,,2024120200,,,202412020den,,,,11,8,-180,150,-3.5,-110,-110,43,-110,-110,0,outdoors,grass,,,,,,,Kevin Stefanski,Sean Payton,,DEN00,Empower Field at Mile High
2024_14_GB_DET,2024,REG,14,12/5/24,Thursday,20:15,GB,,DET,,Home,,,,2024120500,,,202412050det,,,,7,7,130,-155,2.5,105,-125,48,-110,-110,1,dome,fieldturf,,,,,,,Matt LaFleur,Dan Campbell,,DET00,Ford Field
2024_14_NYJ_MIA,2024,REG,14,12/8/24,Sunday,13:00,NYJ,,MIA,,Home,,,,2024120800,,,202412080mia,,,,7,10,110,-130,2,-110,-110,47.5,-110,-110,1,outdoors,grass,,,,,,,Robert Saleh,Mike McDaniel,,MIA00,Hard Rock Stadium
2024_14_ATL_MIN,2024,REG,14,12/8/24,Sunday,13:00,ATL,,MIN,,Home,,,,2024120801,,,202412080min,,,,7,7,-118,-102,-1,-112,-108,45,-112,-108,0,dome,sportturf,,,,,,,Raheem Morris,Kevin O'Connell,,MIN01,U.S. Bank Stadium
2024_14_NO_NYG,2024,REG,14,12/8/24,Sunday,13:00,NO,,NYG,,Home,,,,2024120802,,,202412080nyg,,,,7,10,-110,-110,-1,-102,-118,41,-110,-110,0,outdoors,fieldturf,,,,,,,Dennis Allen,Brian Daboll,,NYC01,MetLife Stadium
2024_14_CAR_PHI,2024,REG,14,12/8/24,Sunday,13:00,CAR,,PHI,,Home,,,,2024120803,,,202412080phi,,,,7,7,280,-355,7.5,-110,-110,45,-110,-110,0,outdoors,grass,,,,,,,Dave Canales,Nick Sirianni,,PHI00,Lincoln Financial Field
2024_14_CLE_PIT,2024,REG,14,12/8/24,Sunday,13:00,CLE,,PIT,,Home,,,,2024120804,,,202412080pit,,,,6,7,-110,-110,1,-118,-102,43.5,-110,-110,1,outdoors,grass,,,,,,,Kevin Stefanski,Mike Tomlin,,PIT00,Acrisure Stadium
2024_14_LV_TB,2024,REG,14,12/8/24,Sunday,13:00,LV,,TB,,Home,,,,2024120805,,,202412080tam,,,,9,7,124,-148,2.5,100,-120,44,-110,-110,0,outdoors,grass,,,,,,,Antonio Pierce,Todd Bowles,,TAM00,Raymond James Stadium
2024_14_JAX_TEN,2024,REG,14,12/8/24,Sunday,13:00,JAX,,TEN,,Home,,,,2024120806,,,202412080oti,,,,7,7,-122,102,-1.5,-110,-110,45,-110,-110,1,outdoors,grass,,,,,,,Doug Pederson,Brian Callahan,,NAS00,Nissan Stadium
2024_14_SEA_ARI,2024,REG,14,12/8/24,Sunday,16:05,SEA,,ARI,,Home,,,,2024120807,,,202412080crd,,,,7,7,-105,-115,1,-112,-108,46,-110,-110,1,closed,grass,,,,,,,Mike Macdonald,Jonathan Gannon,,PHO00,State Farm Stadium
2024_14_BUF_LA,2024,REG,14,12/8/24,Sunday,16:25,BUF,,LA,,Home,,,,2024120808,,,202412080ram,,,,7,7,-115,-105,-1,-110,-110,48,-110,-110,0,dome,matrixturf,,,,,,,Sean McDermott,Sean McVay,,LAX01,SoFi Stadium
2024_14_CHI_SF,2024,REG,14,12/8/24,Sunday,16:25,CHI,,SF,,Home,,,,2024120809,,,202412080sfo,,,,10,7,190,-230,5.5,-110,-110,47.5,-110,-110,0,outdoors,grass,,,,,,,Matt Eberflus,Kyle Shanahan,,SFO01,Levi's Stadium
2024_14_LAC_KC,2024,REG,14,12/8/24,Sunday,20:20,LAC,,KC,,Home,,,,2024120810,,,202412080kan,,,,7,9,215,-265,6.5,-110,-110,44.5,-110,-110,1,outdoors,grass,,,,,,,Jim Harbaugh,Andy Reid,,KAN00,GEHA Field at Arrowhead Stadium
2024_14_CIN_DAL,2024,REG,14,12/9/24,Monday,20:15,CIN,,DAL,,Home,,,,2024120900,,,202412090dal,,,,8,11,-102,-118,1,-110,-110,48.5,-110,-110,0,closed,matrixturf,,,,,,,Zac Taylor,Mike McCarthy,,DAL00,AT&T Stadium
2024_15_LA_SF,2024,REG,15,12/12/24,Thursday,20:15,LA,,SF,,Home,,,,2024121200,,,202412120sfo,,,,4,4,220,-270,6.5,-112,-108,47,-112,-108,1,outdoors,grass,,,,,,,Sean McVay,Kyle Shanahan,,SFO01,Levi's Stadium
2024_15_DAL_CAR,2024,REG,15,12/15/24,Sunday,13:00,DAL,,CAR,,Home,,,,2024121500,,,202412150car,,,,6,7,-278,225,-6.5,-110,-110,44,-110,-110,0,outdoors,grass,,,,,,,Mike McCarthy,Dave Canales,,CAR00,Bank of America Stadium
2024_15_KC_CLE,2024,REG,15,12/15/24,Sunday,13:00,KC,,CLE,,Home,,,,2024121501,,,202412150cle,,,,7,7,-142,120,-3,100,-120,46.5,-112,-108,0,outdoors,grass,,,,,,,Andy Reid,Kevin Stefanski,,CLE00,FirstEnergy Stadium
2024_15_MIA_HOU,2024,REG,15,12/15/24,Sunday,13:00,MIA,,HOU,,Home,,,,2024121502,,,202412150htx,,,,7,14,120,-142,2.5,-110,-110,49.5,-110,-110,0,closed,astroturf,,,,,,,Mike McDaniel,DeMeco Ryans,,HOU00,NRG Stadium
2024_15_NYJ_JAX,2024,REG,15,12/15/24,Sunday,13:00,NYJ,,JAX,,Home,,,,2024121503,,,202412150jax,,,,7,7,-115,-105,-1,-110,-110,46,-110,-110,0,outdoors,grass,,,,,,,Robert Saleh,Doug Pederson,,JAX00,TIAA Bank Stadium
2024_15_WAS_NO,2024,REG,15,12/15/24,Sunday,13:00,WAS,,NO,,Home,,,,2024121504,,,202412150nor,,,,14,7,124,-148,3,-110,-110,42,-112,-108,0,dome,sportturf,,,,,,,Dan Quinn,Dennis Allen,,NOR00,Mercedes-Benz Superdome
2024_15_BAL_NYG,2024,REG,15,12/15/24,Sunday,13:00,BAL,,NYG,,Home,,,,2024121505,,,202412150nyg,,,,14,7,-278,225,-6.5,-112,-108,44,-110,-110,0,outdoors,fieldturf,,,,,,,John Harbaugh,Brian Daboll,,NYC01,MetLife Stadium
2024_15_CIN_TEN,2024,REG,15,12/15/24,Sunday,13:00,CIN,,TEN,,Home,,,,2024121506,,,202412150oti,,,,6,7,-205,170,-4.5,-110,-110,46,-110,-110,0,outdoors,grass,,,,,,,Zac Taylor,Brian Callahan,,NAS00,Nissan Stadium
2024_15_NE_ARI,2024,REG,15,12/15/24,Sunday,16:25,NE,,ARI,,Home,,,,2024121507,,,202412150crd,,,,14,7,150,-180,3.5,-110,-110,44,-110,-110,0,closed,grass,,,,,,,Jerod Mayo,Jonathan Gannon,,PHO00,State Farm Stadium
2024_15_IND_DEN,2024,REG,15,12/15/24,Sunday,16:25,IND,,DEN,,Home,,,,2024121508,,,202412150den,,,,14,13,-142,120,-2.5,-110,-110,44.5,-112,-108,0,outdoors,grass,,,,,,,Shane Steichen,Sean Payton,,DEN00,Empower Field at Mile High
2024_15_BUF_DET,2024,REG,15,12/15/24,Sunday,16:25,BUF,,DET,,Home,,,,2024121509,,,202412150det,,,,7,10,114,-135,2,-110,-110,50.5,-110,-110,0,dome,fieldturf,,,,,,,Sean McDermott,Dan Campbell,,DET00,Ford Field
2024_15_TB_LAC,2024,REG,15,12/15/24,Sunday,16:25,TB,,LAC,,Home,,,,2024121510,,,202412150sdg,,,,7,7,124,-148,3,-115,-105,42.5,-110,-110,0,dome,matrixturf,,,,,,,Todd Bowles,Jim Harbaugh,,LAX01,SoFi Stadium
2024_15_PIT_PHI,2024,REG,15,12/15/24,Sunday,16:25,PIT,,PHI,,Home,,,,2024121511,,,202412150phi,,,,7,7,170,-205,4.5,-110,-110,45,-110,-110,0,outdoors,grass,,,,,,,Mike Tomlin,Nick Sirianni,,PHI00,Lincoln Financial Field
2024_15_GB_SEA,2024,REG,15,12/15/24,Sunday,20:20,GB,,SEA,,Home,,,,2024121512,,,202412150sea,,,,10,7,-118,-102,-1,-110,-110,47,-112,-108,0,outdoors,fieldturf,,,,,,,Matt LaFleur,Mike Macdonald,,SEA00,Lumen Field
2024_15_CHI_MIN,2024,REG,15,12/16/24,Monday,20:00,CHI,,MIN,,Home,,,,2024121600,,,202412160min,,,,8,8,-110,-110,-1,-105,-115,46,-110,-110,1,dome,sportturf,,,,,,,Matt Eberflus,Kevin O'Connell,,MIN01,U.S. Bank Stadium
2024_15_ATL_LV,2024,REG,15,12/16/24,Monday,20:30,ATL,,LV,,Home,,,,2024121601,,,202412160rai,,,,8,8,-115,-105,-1,-110,-110,45.5,-112,-108,0,dome,grass,,,,,,,Raheem Morris,Antonio Pierce,,VEG00,Allegiant Stadium
2024_16_CLE_CIN,2024,REG,16,12/19/24,Thursday,20:15,CLE,,CIN,,Home,,,,2024121900,,,202412190cin,,,,4,4,150,-180,3.5,-112,-108,45.5,-110,-110,1,outdoors,fieldturf,,,,,,,Kevin Stefanski,Zac Taylor,,CIN00,Paycor Stadium
2024_16_HOU_KC,2024,REG,16,12/21/24,Saturday,13:00,HOU,,KC,,Home,,,,2024122100,,,202412210kan,,,,6,6,170,-205,4.5,-112,-108,47,-110,-110,0,outdoors,grass,,,,,,,DeMeco Ryans,Andy Reid,,KAN00,GEHA Field at Arrowhead Stadium
2024_16_PIT_BAL,2024,REG,16,12/21/24,Saturday,16:30,PIT,,BAL,,Home,,,,2024122101,,,202412210rav,,,,6,6,195,-238,6,-115,-105,42.5,-110,-110,1,outdoors,grass,,,,,,,Mike Tomlin,John Harbaugh,,BAL00,M&T Bank Stadium
2024_16_NYG_ATL,2024,REG,16,12/22/24,Sunday,13:00,NYG,,ATL,,Home,,,,2024122200,,,202412220atl,,,,7,6,164,-198,4.5,-110,-110,44.5,-112,-108,0,closed,fieldturf,,,,,,,Brian Daboll,Raheem Morris,,ATL97,Mercedes-Benz Stadium
2024_16_NE_BUF,2024,REG,16,12/22/24,Sunday,13:00,NE,,BUF,,Home,,,,2024122201,,,202412220buf,,,,7,7,310,-395,8.5,-110,-110,44.5,-110,-110,1,outdoors,a_turf,,,,,,,Jerod Mayo,Sean McDermott,,BUF00,New Era Field
2024_16_ARI_CAR,2024,REG,16,12/22/24,Sunday,13:00,ARI,,CAR,,Home,,,,2024122202,,,202412220car,,,,7,7,-118,-102,-1,-110,-110,45.5,-110,-110,0,outdoors,grass,,,,,,,Jonathan Gannon,Dave Canales,,CAR00,Bank of America Stadium
2024_16_DET_CHI,2024,REG,16,12/22/24,Sunday,13:00,DET,,CHI,,Home,,,,2024122203,,,202412220chi,,,,7,6,-112,-108,-1,-105,-115,47,-112,-108,1,outdoors,grass,,,,,,,Dan Campbell,Matt Eberflus,,CHI98,Soldier Field
2024_16_TEN_IND,2024,REG,16,12/22/24,Sunday,13:00,TEN,,IND,,Home,,,,2024122204,,,202412220clt,,,,7,7,160,-192,4,-110,-110,45.5,-110,-110,1,closed,fieldturf,,,,,,,Brian Callahan,Shane Steichen,,IND00,Lucas Oil Stadium
2024_16_LA_NYJ,2024,REG,16,12/22/24,Sunday,13:00,LA,,NYJ,,Home,,,,2024122205,,,202412220nyj,,,,10,7,130,-155,3,-110,-110,47.5,-110,-110,0,outdoors,fieldturf,,,,,,,Sean McVay,Robert Saleh,,NYC01,MetLife Stadium
2024_16_PHI_WAS,2024,REG,16,12/22/24,Sunday,13:00,PHI,,WAS,,Home,,,,2024122206,,,202412220was,,,,7,7,-166,140,-3,-115,-105,45,-110,-110,1,outdoors,grass,,,,,,,Nick Sirianni,Dan Quinn,,WAS00,FedExField
2024_16_DEN_LAC,2024,REG,16,12/22/24,Sunday,16:05,DEN,,LAC,,Home,,,,2024122207,,,202412220sdg,,,,7,7,154,-185,4,-110,-110,43,-110,-110,1,dome,matrixturf,,,,,,,Sean Payton,Jim Harbaugh,,LAX01,SoFi Stadium
2024_16_MIN_SEA,2024,REG,16,12/22/24,Sunday,16:05,MIN,,SEA,,Home,,,,2024122208,,,202412220sea,,,,6,7,105,-125,2,-110,-110,45.5,-112,-108,0,outdoors,fieldturf,,,,,,,Kevin O'Connell,Mike Macdonald,,SEA00,Lumen Field
2024_16_JAX_LV,2024,REG,16,12/22/24,Sunday,16:25,JAX,,LV,,Home,,,,2024122209,,,202412220rai,,,,7,6,-115,-105,-1,-105,-115,45.5,-112,-108,0,dome,grass,,,,,,,Doug Pederson,Antonio Pierce,,VEG00,Allegiant Stadium
2024_16_SF_MIA,2024,REG,16,12/22/24,Sunday,16:25,SF,,MIA,,Home,,,,2024122210,,,202412220mia,,,,10,7,-115,-105,-1,-110,-110,49,-110,-110,0,outdoors,grass,,,,,,,Kyle Shanahan,Mike McDaniel,,MIA00,Hard Rock Stadium
2024_16_TB_DAL,2024,REG,16,12/22/24,Sunday,20:20,TB,,DAL,,Home,,,,2024122211,,,202412220dal,,,,7,7,170,-205,4.5,-110,-110,46.5,-110,-110,0,closed,matrixturf,,,,,,,Todd Bowles,Mike McCarthy,,DAL00,AT&T Stadium
2024_16_NO_GB,2024,REG,16,12/23/24,Monday,20:15,NO,,GB,,Home,,,,2024122300,,,202412230gnb,,,,8,8,180,-218,5,-110,-110,45,-110,-110,0,outdoors,grass,,,,,,,Dennis Allen,Matt LaFleur,,GNB00,Lambeau Field
2024_17_KC_PIT,2024,REG,17,12/25/24,Wednesday,13:00,KC,,PIT,,Home,,,,2024122500,,,202412250pit,,,,4,4,-218,180,-4,-115,-105,42.5,-110,-110,0,outdoors,grass,,,,,,,Andy Reid,Mike Tomlin,,PIT00,Acrisure Stadium
2024_17_BAL_HOU,2024,REG,17,12/25/24,Wednesday,16:30,BAL,,HOU,,Home,,,,2024122501,,,202412250htx,,,,4,4,-125,105,-1.5,-110,-110,46.5,-112,-108,0,closed,astroturf,,,,,,,John Harbaugh,DeMeco Ryans,,HOU00,NRG Stadium
2024_17_SEA_CHI,2024,REG,17,12/26/24,Thursday,20:15,SEA,,CHI,,Home,,,,2024122600,,,202412260chi,,,,4,4,145,-175,3.5,-112,-108,45.5,-112,-108,0,outdoors,grass,,,,,,,Mike Macdonald,Matt Eberflus,,CHI98,Soldier Field
2024_17_NYJ_BUF,2024,REG,17,12/29/24,Sunday,13:00,NYJ,,BUF,,Home,,,,2024122900,,,202412290buf,,,,7,7,120,-142,2.5,-105,-115,45.5,-110,-110,1,outdoors,a_turf,,,,,,,Robert Saleh,Sean McDermott,,BUF00,New Era Field
2024_17_DEN_CIN,2024,REG,17,12/29/24,Sunday,13:00,DEN,,CIN,,Home,,,,2024122900,,,202412290cin,,,,7,10,295,-375,8,-110,-110,45.5,-110,-110,0,outdoors,fieldturf,,,,,,,Sean Payton,Zac Taylor,,CIN00,Paycor Stadium
2024_17_TEN_JAX,2024,REG,17,12/29/24,Sunday,13:00,TEN,,JAX,,Home,,,,2024122901,,,202412290jax,,,,7,7,160,-192,4,-112,-108,46,-110,-110,1,outdoors,grass,,,,,,,Brian Callahan,Doug Pederson,,JAX00,TIAA Bank Stadium
2024_17_ARI_LA,2024,REG,17,12/29/24,Sunday,13:00,ARI,,LA,,Home,,,,2024122901,,,202412290ram,,,,7,7,210,-258,6,-112,-108,48,-110,-110,1,dome,matrixturf,,,,,,,Jonathan Gannon,Sean McVay,,LAX01,SoFi Stadium
2024_17_GB_MIN,2024,REG,17,12/29/24,Sunday,13:00,GB,,MIN,,Home,,,,2024122902,,,202412290min,,,,6,7,-130,110,-2,-112,-108,45.5,-112,-108,1,dome,sportturf,,,,,,,Matt LaFleur,Kevin O'Connell,,MIN01,U.S. Bank Stadium
2024_17_LAC_NE,2024,REG,17,12/29/24,Sunday,13:00,LAC,,NE,,Home,,,,2024122902,,,202412290nwe,,,,7,7,-142,120,-2.5,-120,100,41,-110,-110,0,outdoors,fieldturf,,,,,,,Jim Harbaugh,Jerod Mayo,,BOS00,Gillette Stadium
2024_17_LV_NO,2024,REG,17,12/29/24,Sunday,13:00,LV,,NO,,Home,,,,2024122903,,,202412290nor,,,,7,6,130,-155,2.5,100,-120,43,-110,-110,0,dome,sportturf,,,,,,,Antonio Pierce,Dennis Allen,,NOR00,Mercedes-Benz Superdome
